Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.7,0.0 - 4.3,314,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.9,0.3 - 3.5,649,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,2.4,1.1 - 4.9,701,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,2.5,0.2 - 4.7,714,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.1,1.6 - 5.8,768,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,5.2,3.3 - 8.1,828,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,5.4,3.3 - 8.6,807,0
Jurisdictional Estimates,Tennessee,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,7.9,5.7 - 11.0,936,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,10.2,8.4 - 12.1,1844,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,11.1,8.8 - 13.3,1228,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,11.5,9.4 - 13.5,1869,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,11.7,9.4 - 14.7,1326,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,12.6,10.0 - 15.8,1001,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,12.7,10.9 - 14.8,2180,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,13.8,11.2 - 16.7,1250,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,15.2,13.0 - 17.7,1810,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,16.2,11.9 - 20.5,798,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,16.7,14.5 - 19.0,2502,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,9.7,8.0 - 11.3,1857,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,9.8,7.8 - 11.9,1343,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,11,9.2 - 13.1,2180,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,11.9,9.6 - 14.8,1250,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,13.7,11.7 - 16.1,1810,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,2.3,1.3 - 3.2,1228,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,2.8,1.8 - 3.7,1844,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,4.1,2.7 - 5.5,1343,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,4.6,3.5 - 5.8,1857,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,5.1,3.6 - 6.5,1869,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,6,4.6 - 7.5,2502,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,6.8,4.9 - 9.5,1001,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,6.9,5.0 - 9.5,1326,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,7.5,4.5 - 10.5,798,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,65.1,62.1 - 68.0,1810,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,70.7,67.1 - 74.1,1250,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,73.2,70.5 - 75.7,2180,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,75,72.5 - 77.5,2502,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,75,70.2 - 79.9,798,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,77.6,73.8 - 81.0,1001,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,80.1,76.7 - 83.2,1326,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,82.3,79.9 - 84.8,1869,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,84.5,82.6 - 86.5,1857,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,85.4,83.0 - 87.8,1343,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,85.9,83.4 - 88.3,1228,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,86.4,84.4 - 88.5,1844,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.6,0.2 - 1.0,1844,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.7,0.2 - 1.3,1343,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.8,0.2 - 1.4,1228,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.1,0.4 - 1.9,1869,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.2,0.6 - 1.7,1857,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.2,0.6 - 2.3,1326,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.3,0.0 - 2.8,798,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,2.2,1.3 - 3.2,2502,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,2.9,1.7 - 4.9,1001,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.1,2.2 - 4.4,2180,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,3.6,2.3 - 5.4,1250,0
Jurisdictional Estimates,IL-Rest of state,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,5.9,4.6 - 7.6,1810,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,11.3,7.5 - 16.8,585,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11.3,6.7 - 18.4,382,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,13.3,6.3 - 20.3,424,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,6.9,4.3 - 10.8,626,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,7.4,3.6 - 11.2,686,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,8,5.0 - 11.1,813,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,8,4.1 - 12.0,793,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,8.2,3.5 - 13.0,450,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,8.4,5.1 - 11.7,776,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,9.4,6.4 - 13.5,738,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,9.7,6.7 - 12.7,1013,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,9.7,6.3 - 14.6,503,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,11.4,7.5 - 17.0,585,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,11.4,6.7 - 18.5,382,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,13.1,8.3 - 17.8,686,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,16.3,12.3 - 21.2,738,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.9,2.0 - 5.9,1013,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,5.7,2.9 - 8.6,776,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,6.1,3.3 - 8.9,813,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,7.8,5.1 - 11.9,626,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,7.8,3.3 - 12.4,450,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,8,4.8 - 12.8,503,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,8.2,4.1 - 12.2,793,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,8.5,2.6 - 14.3,424,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,64.9,59.4 - 70.0,738,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,70.2,61.9 - 77.3,382,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,73.3,66.8 - 79.0,585,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,74.6,66.2 - 83.0,424,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,75,69.2 - 80.8,686,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,76.8,70.6 - 82.1,503,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,80.1,74.8 - 84.6,626,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,81.9,76.5 - 87.4,793,0
Jurisdictional Estimates,IL-City of Chicago,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,83.6,77.4 - 89.8,450,0
